Age.Group,Country,Weekly.Exercise.Sessions,Daily.Logins,Paid.Coaching
35-49,USA,5.3,8,TRUE
18-34,USA,4.8,6.2,FALSE
65+,USA,4.5,7.8,TRUE
18-34,Mexico,5.3,12,FALSE
18-34,Mexico,4.9,9.6,FALSE
65+,Canada,6.1,7.4,TRUE
65+,Canada,9.5,8.9,TRUE
18-34,USA,4.7,10,TRUE
35-49,USA,4.1,7.2,TRUE
65+,USA,5.4,8.7,TRUE
65+,Mexico,4.1,3.2,FALSE
65+,USA,2.7,2.5,FALSE
65+,USA,4.7,3.1,FALSE
50-64,USA,1.2,9.4,FALSE
65+,Mexico,4.5,4.7,FALSE
50-64,USA,4.8,4.8,FALSE
18-34,USA,5,6.1,FALSE
35-49,Mexico,5.9,1.3,FALSE
35-49,Canada,9.4,8.8,TRUE
50-64,USA,3,6.4,TRUE
35-49,USA,6.1,10.2,TRUE
65+,USA,2.5,5.9,FALSE
35-49,USA,0,6.5,FALSE
18-34,USA,3.7,11.5,FALSE
35-49,Canada,4.7,6.7,FALSE
18-34,USA,4.9,5,FALSE
65+,Mexico,4.8,8.8,FALSE
35-49,USA,5.5,5.9,FALSE
35-49,USA,1.7,3.2,FALSE
18-34,USA,5.4,2.3,FALSE
65+,Mexico,3.1,6.6,FALSE
35-49,Mexico,9.4,7.6,TRUE
50-64,USA,2.7,5,FALSE
35-49,USA,4.3,4,FALSE
50-64,Mexico,4.1,3.8,FALSE
18-34,Mexico,4.1,8,FALSE
35-49,Canada,5.2,5,FALSE
18-34,USA,7,9.3,TRUE
50-64,USA,5.2,4.7,FALSE
35-49,Canada,0.1,4.9,FALSE
65+,USA,4.9,8.7,TRUE
50-64,USA,3.7,6.8,FALSE
18-34,USA,8.1,10.5,TRUE
50-64,Mexico,3.5,5.2,FALSE
18-34,Canada,2.8,4.6,FALSE
18-34,USA,3.9,7.8,FALSE
65+,USA,5.3,4.4,TRUE
35-49,USA,4.8,5.8,TRUE
35-49,USA,4.5,7.7,TRUE
65+,Canada,8.5,6.9,TRUE
35-49,USA,3.2,5.3,FALSE
50-64,Mexico,2.5,4.4,FALSE
18-34,Mexico,0.4,3.1,FALSE
18-34,USA,3.8,2.5,FALSE
18-34,USA,6,6.8,TRUE
35-49,Mexico,9.5,9.2,TRUE
18-34,USA,11.5,10.2,TRUE
35-49,Mexico,7.6,6.4,TRUE
50-64,USA,4.1,8,TRUE
65+,Mexico,4.3,6.8,FALSE
50-64,USA,2,2.9,FALSE
18-34,Canada,4.5,7.1,TRUE
35-49,Canada,5.3,5.8,TRUE
35-49,USA,4.7,6.4,FALSE
50-64,Mexico,7.4,8.9,FALSE
18-34,Mexico,5,9.7,FALSE
18-34,Mexico,6.6,10,TRUE
65+,USA,6,6.8,FALSE
35-49,USA,4.7,8.8,FALSE
35-49,Canada,4,9.7,FALSE
35-49,Mexico,2.1,1.2,FALSE
65+,USA,2.5,7.6,TRUE
18-34,USA,7.7,7.7,TRUE
50-64,USA,2,2.4,FALSE
50-64,Mexico,6.4,4.4,FALSE
18-34,USA,4.2,4.3,FALSE
65+,Mexico,2,0.7,FALSE
35-49,USA,1.8,4.3,FALSE
35-49,USA,5.6,5.8,FALSE
18-34,Canada,5.2,3.6,FALSE
35-49,USA,5.3,1.4,FALSE
35-49,Mexico,8.2,10.5,TRUE
18-34,USA,5.3,3.5,FALSE
35-49,Mexico,7.7,6.6,TRUE
50-64,USA,3.8,2.9,TRUE
50-64,USA,5.8,5.8,FALSE
50-64,USA,4.7,6.6,TRUE
18-34,USA,3.4,8.1,TRUE
18-34,USA,7.2,10.8,TRUE
35-49,USA,3.7,8.7,TRUE
18-34,USA,6.6,7.3,FALSE
35-49,Canada,5.4,8.2,FALSE
65+,USA,1.4,1.5,FALSE
18-34,Canada,8.3,7.2,FALSE
50-64,USA,7.1,4.6,TRUE
35-49,USA,4.4,6.9,FALSE
18-34,USA,5.1,3.1,FALSE
50-64,USA,5.7,5.8,TRUE
50-64,Mexico,4.7,3.6,FALSE
35-49,Canada,5.1,8,FALSE
35-49,USA,1.4,4.6,FALSE
65+,USA,1.2,5.9,FALSE
18-34,Mexico,2.3,6.5,TRUE
35-49,Canada,5.9,3.9,FALSE
18-34,Canada,1.4,2.4,FALSE
35-49,USA,6,4.3,FALSE
18-34,USA,2.5,6.5,FALSE
18-34,USA,4.1,5.8,FALSE
65+,USA,4.4,3.8,FALSE
35-49,USA,3.7,9,FALSE
65+,USA,4.9,2.8,FALSE
18-34,USA,4.7,5.8,FALSE
35-49,Mexico,2.7,6.3,FALSE
35-49,Mexico,3.3,5.7,FALSE
18-34,Mexico,5.4,5,FALSE
50-64,USA,6,6.2,FALSE
35-49,Mexico,7.6,7.7,FALSE
18-34,USA,8,9.6,TRUE
65+,Canada,4.1,3.1,FALSE
50-64,USA,3.6,5.2,FALSE
50-64,USA,11.5,10,TRUE
18-34,Mexico,4.7,6,FALSE
18-34,USA,1.5,5.2,FALSE
18-34,USA,6.5,11.6,TRUE
18-34,USA,3.6,5.7,FALSE
50-64,USA,2.8,5.1,FALSE
18-34,Canada,0.3,3.8,FALSE
65+,USA,2.5,5.7,FALSE
35-49,USA,1.1,2.9,FALSE
35-49,Canada,0.6,1.5,FALSE
50-64,Canada,0.2,2.2,FALSE
35-49,Canada,4.5,8.8,TRUE
18-34,USA,5.6,7.3,TRUE
18-34,USA,6.9,3.4,FALSE
65+,USA,10.5,8.6,FALSE
65+,Canada,10.8,8.1,FALSE
65+,Mexico,2.9,2.6,FALSE
65+,USA,3.9,7.2,FALSE
65+,Canada,2.4,3.6,FALSE
50-64,USA,7.7,6.3,FALSE
50-64,USA,1.5,10.3,FALSE
18-34,Mexico,4,8.7,TRUE
18-34,Canada,5.6,4.9,FALSE
18-34,USA,1.5,7.3,FALSE
65+,Canada,5.7,9.7,TRUE
50-64,USA,4.7,4.5,FALSE
50-64,USA,8.2,9.6,TRUE
65+,Mexico,3,3.7,FALSE
18-34,USA,1.4,9.5,FALSE
18-34,USA,2.8,4.5,FALSE
18-34,USA,4.7,8.1,FALSE
18-34,USA,8.2,8.6,FALSE
18-34,Mexico,5.3,10.7,FALSE
65+,Mexico,4.3,10.3,FALSE
50-64,USA,4.5,2.5,FALSE
35-49,USA,0.3,4.8,FALSE
35-49,Canada,7.4,8.1,FALSE
35-49,Canada,6.5,2.8,FALSE
65+,Mexico,6.6,9.3,FALSE
18-34,Mexico,4.4,5.2,FALSE
65+,USA,4.1,5.5,FALSE
35-49,USA,3.5,6.7,FALSE
65+,USA,0,7.7,FALSE
65+,Mexico,2.5,1.9,FALSE
18-34,USA,3.1,5.2,FALSE
35-49,USA,3.7,3.9,FALSE
35-49,USA,4.1,4.4,FALSE
65+,USA,8.5,9.9,FALSE
18-34,USA,1.8,4.5,TRUE
18-34,Mexico,0.6,7.8,FALSE
18-34,USA,4.9,1.7,FALSE
50-64,Mexico,0,10.6,TRUE
65+,USA,6.1,7.8,TRUE
65+,USA,0,8.3,FALSE
65+,USA,6.7,3.2,FALSE
18-34,Mexico,5.9,6.7,FALSE
50-64,USA,4.1,8.2,TRUE
50-64,Mexico,2.8,3.6,FALSE
35-49,USA,5.4,8.1,TRUE
35-49,Mexico,6.2,6.3,FALSE
18-34,Mexico,2.7,7.7,FALSE
50-64,USA,4.1,7,FALSE
50-64,Mexico,1.2,5.2,FALSE
18-34,USA,5.9,5.4,FALSE
65+,USA,4.4,8.7,TRUE
35-49,USA,3.9,6.7,TRUE
18-34,Mexico,5.5,8.7,TRUE
18-34,USA,3,5.2,FALSE
65+,Canada,3.5,9.9,TRUE
65+,USA,3.1,7.4,TRUE
18-34,USA,7.3,11.4,TRUE
50-64,Mexico,2.3,4.6,FALSE
50-64,USA,3.7,5.2,FALSE
50-64,USA,0,4,FALSE
18-34,Mexico,7,8.1,FALSE
65+,USA,6.3,9,TRUE
65+,Mexico,8.8,9,TRUE
50-64,Canada,6.3,9.1,FALSE
65+,USA,0,1.9,FALSE
50-64,USA,3.8,1.5,FALSE
65+,USA,5.8,9.3,TRUE
65+,Canada,5.1,1.9,FALSE
50-64,USA,5.9,1.2,FALSE
50-64,Mexico,6.7,6.1,FALSE
65+,USA,6.9,7.5,TRUE
65+,Canada,5.8,9.9,TRUE
35-49,USA,6,6.9,TRUE
35-49,USA,6,9.5,TRUE
35-49,USA,4.6,5.5,FALSE
35-49,USA,4.2,8.5,TRUE
50-64,Mexico,5.7,3.9,FALSE
18-34,Canada,6.5,4.7,FALSE
18-34,Mexico,2.7,8.7,FALSE
18-34,USA,3,6.7,TRUE
50-64,Canada,4.8,6.1,FALSE
50-64,Mexico,7.5,3.4,FALSE
18-34,USA,3.6,3.5,FALSE
35-49,Canada,5.6,6.6,FALSE
35-49,Mexico,4.8,5.2,FALSE
35-49,USA,2.6,1.8,FALSE
50-64,USA,2.6,7.3,TRUE
65+,Canada,7.3,6.8,TRUE
18-34,USA,7.6,9.9,TRUE
65+,USA,5.4,5.3,FALSE
35-49,USA,3.5,3.5,FALSE
18-34,USA,9.5,8.4,FALSE
65+,Mexico,7.5,9.6,FALSE
18-34,USA,6,9.8,TRUE
50-64,USA,0.9,4.9,FALSE
50-64,Canada,1.3,4.5,FALSE
35-49,USA,3.8,3.8,FALSE
35-49,USA,5.5,1.5,FALSE
50-64,USA,1.6,1.9,FALSE
18-34,Canada,6,8.3,FALSE
18-34,Canada,5.7,3.9,FALSE
35-49,Mexico,4.5,4.7,FALSE
18-34,Canada,4.5,5.7,FALSE
18-34,Mexico,3.8,4,FALSE
18-34,USA,5.4,7.8,TRUE
18-34,Mexico,5,8.7,FALSE
18-34,Mexico,3.9,8.7,TRUE
50-64,Mexico,5.9,8.8,TRUE
18-34,USA,3.2,2.3,FALSE
18-34,USA,1.5,8.1,FALSE
65+,Canada,0.7,1.3,TRUE
65+,Mexico,5.7,9,FALSE
18-34,USA,5.3,7.6,FALSE
35-49,USA,5.4,5.9,FALSE
65+,USA,5.5,6.5,FALSE
35-49,Canada,0.4,7.6,FALSE
18-34,USA,6.2,7.2,FALSE
18-34,USA,3.9,2.4,FALSE
18-34,Mexico,5.1,8.1,TRUE
18-34,USA,5.8,7.8,FALSE
18-34,USA,0,2.1,FALSE
18-34,USA,10.6,9.6,TRUE
35-49,USA,4.4,5.7,TRUE
65+,Canada,4.9,5.1,FALSE
65+,USA,5.6,5.2,FALSE
50-64,USA,10.5,10.3,TRUE
18-34,USA,6.5,4.7,FALSE
50-64,Mexico,5.6,11.3,TRUE
50-64,USA,8,2.5,FALSE
65+,Mexico,12,7.7,TRUE
50-64,USA,6.1,10,TRUE
50-64,USA,5.5,6.8,TRUE
65+,Canada,7.7,9,TRUE
65+,USA,1.4,8.5,FALSE
18-34,Canada,4.4,6.6,TRUE
18-34,Canada,3.4,5,FALSE
18-34,USA,3,5.8,FALSE
35-49,USA,6.1,4.3,TRUE
35-49,USA,6.9,7.7,TRUE
18-34,Mexico,3.8,10.7,TRUE
65+,Canada,1.9,2.4,FALSE
65+,USA,6.1,7.9,FALSE
65+,Mexico,4.4,7.8,FALSE
35-49,Mexico,2.6,7.4,TRUE
65+,USA,4,8.1,TRUE
35-49,Canada,4.8,6.8,FALSE
35-49,USA,4.2,4.3,FALSE
35-49,USA,2.3,5.9,FALSE
18-34,USA,5.2,3.1,FALSE
35-49,USA,10.1,8.1,TRUE
50-64,USA,2.7,9,FALSE
18-34,Canada,7.3,2.5,FALSE
50-64,USA,3.7,8.3,TRUE
35-49,USA,1.3,9.4,FALSE
65+,USA,2.8,3.3,FALSE
18-34,Mexico,6,11,TRUE
18-34,USA,3.9,8.6,TRUE
35-49,Mexico,8.7,6.9,FALSE
65+,Mexico,7.7,6.4,FALSE
18-34,Mexico,6.1,7.7,TRUE
50-64,USA,2.5,8.4,TRUE
65+,USA,4.9,6,FALSE
35-49,Mexico,3.8,5.3,FALSE
18-34,Canada,3.3,1.8,FALSE
35-49,USA,6.1,7.8,TRUE
35-49,Mexico,4.2,4.9,FALSE
50-64,USA,5.5,5.7,FALSE
65+,USA,5.8,3.5,FALSE
50-64,USA,4.6,3.8,FALSE
65+,Mexico,8.9,7.2,FALSE
18-34,USA,1.2,7,FALSE
18-34,Canada,4,8.6,TRUE
65+,USA,3.5,6.1,FALSE
35-49,Canada,1.2,8.7,TRUE
35-49,Mexico,5.1,7,FALSE
65+,Mexico,4.9,4.7,TRUE
50-64,USA,5.8,5.8,FALSE
18-34,USA,7.9,8,FALSE
18-34,Canada,4.6,9.7,FALSE
35-49,Mexico,3.9,7.2,FALSE
18-34,Mexico,6.1,7.7,TRUE
65+,Canada,3.7,2.9,FALSE
18-34,Mexico,4.7,9.6,FALSE
18-34,Mexico,4.6,7.5,FALSE
18-34,USA,1.4,2.7,FALSE
35-49,Mexico,7.3,4.2,FALSE
18-34,USA,2.9,10.3,TRUE
65+,USA,2,9.4,TRUE
35-49,Mexico,1.3,3.6,FALSE
35-49,Mexico,5.1,8.5,FALSE
35-49,Canada,6.8,8.7,FALSE
65+,USA,3.2,1.4,FALSE
35-49,Canada,5.4,6.2,FALSE
18-34,Canada,5,6.5,TRUE
18-34,Canada,3,3.3,FALSE
18-34,Mexico,5.9,7.7,TRUE
65+,USA,0.8,2,FALSE
50-64,USA,7.5,7.7,TRUE
35-49,Canada,3.4,4.5,FALSE
35-49,USA,9,9.8,TRUE
50-64,Mexico,3.6,6.8,TRUE
65+,Canada,0,3.3,FALSE
65+,Mexico,3.9,2.4,FALSE
65+,USA,5.5,7.3,FALSE
35-49,USA,5.2,8.4,FALSE
18-34,USA,1.1,5,FALSE
65+,USA,2.7,8.9,FALSE
50-64,Mexico,6,7.7,FALSE
50-64,Canada,1.2,5.9,FALSE
65+,Mexico,5.1,7.2,FALSE
65+,USA,7.8,3.5,FALSE
50-64,USA,5.7,8.4,TRUE
35-49,Mexico,8.1,7.6,TRUE
35-49,USA,3.9,5.9,FALSE
65+,USA,6.6,2.5,FALSE
50-64,Mexico,3.8,4.4,FALSE
18-34,Mexico,2.7,2.9,FALSE
35-49,Canada,4.7,8.7,TRUE
50-64,Mexico,4.3,5.5,FALSE
65+,USA,6.1,7.3,TRUE
65+,USA,4.6,4.3,FALSE
65+,USA,3.1,5.2,FALSE
65+,USA,8,11.4,TRUE
18-34,Canada,4.1,7.2,FALSE
18-34,USA,5.5,10.2,FALSE
18-34,Mexico,5.3,9.9,TRUE
35-49,USA,6,6.1,TRUE
50-64,USA,6.5,7.5,TRUE
35-49,Canada,5.5,7.8,FALSE
18-34,USA,3.8,5,FALSE
50-64,Canada,4.9,9.4,FALSE
35-49,USA,4.5,5.3,FALSE
18-34,Mexico,4,8.6,TRUE
35-49,USA,6,6.8,FALSE
50-64,Canada,10.1,10.1,TRUE
35-49,USA,3.3,8.6,FALSE
35-49,USA,5,8.5,FALSE
65+,Mexico,9.5,9.8,TRUE
18-34,USA,2.5,2.6,FALSE
50-64,USA,8.3,8.6,FALSE
18-34,USA,8.2,5.8,TRUE
35-49,Mexico,6.8,5.1,FALSE
35-49,USA,4.3,6.9,TRUE
50-64,Mexico,5.3,4.4,FALSE
18-34,Mexico,4.9,5.6,TRUE
50-64,USA,2.9,4.4,FALSE
65+,Canada,4,1.9,TRUE
18-34,Mexico,5.6,4.2,FALSE
35-49,USA,3.6,5.9,FALSE
65+,USA,8.1,7,TRUE
65+,USA,3.4,4.9,FALSE
50-64,Mexico,6.4,5.2,TRUE
65+,USA,7.3,8.9,FALSE
35-49,USA,9.8,9,FALSE
65+,USA,4.8,4.6,FALSE
18-34,Mexico,4.2,8.2,FALSE
18-34,USA,2.8,8.2,FALSE
35-49,Mexico,2.4,6.3,TRUE
65+,USA,6.4,6.1,TRUE
35-49,Mexico,2.2,4.7,FALSE
35-49,USA,2.6,7.4,FALSE
35-49,Canada,4.6,7.5,FALSE
35-49,Canada,4.7,5.6,FALSE
18-34,Canada,1.8,8.1,TRUE
18-34,Mexico,4.3,5.7,FALSE
35-49,USA,6.2,7.3,TRUE
18-34,USA,9.9,7.9,FALSE
50-64,Canada,1.2,3.5,FALSE
35-49,USA,3.7,6.8,FALSE
18-34,USA,5.9,9.6,FALSE
18-34,USA,8.9,9.8,TRUE
35-49,Mexico,5,8.5,FALSE
50-64,USA,6,2.2,FALSE
65+,USA,3.3,2.4,FALSE
18-34,USA,0.4,2.4,FALSE
65+,Mexico,4.5,7.8,FALSE
65+,Mexico,6.4,9.4,TRUE
35-49,Mexico,4.1,7.8,TRUE
18-34,USA,4.9,10.4,TRUE
65+,USA,5.3,3.5,FALSE
65+,Mexico,4.4,3,FALSE
65+,USA,7.1,9.3,TRUE
65+,Mexico,4.1,2,FALSE
35-49,USA,4.4,7.8,TRUE
18-34,Mexico,5.3,8.4,FALSE
35-49,Canada,3.3,3.3,FALSE
50-64,Canada,4,7.4,FALSE
65+,USA,6.5,3.3,FALSE
18-34,USA,3.4,6,FALSE
65+,USA,3.1,5,FALSE
35-49,USA,4.1,7.5,FALSE
50-64,Mexico,4.6,5.9,TRUE
35-49,Mexico,5.6,8.1,TRUE
50-64,USA,7.4,7.6,TRUE
35-49,Canada,4.3,2.9,FALSE
35-49,USA,6.6,3.5,FALSE
65+,USA,6.8,3,FALSE
35-49,Canada,2.4,6.5,FALSE
65+,Mexico,6.4,8.2,TRUE
65+,USA,8.2,6,FALSE
65+,USA,4.7,9.2,TRUE
65+,USA,4,5.5,FALSE
50-64,USA,4.1,9.2,FALSE
35-49,USA,0,5.7,TRUE
35-49,Mexico,1.4,2.9,FALSE
18-34,USA,5.1,3.6,TRUE
35-49,Canada,5.5,6.7,TRUE
50-64,Mexico,3.7,6.2,TRUE
18-34,USA,3.3,2.3,FALSE
18-34,Mexico,2.6,5,FALSE
18-34,Mexico,3.9,6.5,FALSE
65+,USA,1.8,2.9,FALSE
35-49,Mexico,4.7,9.6,TRUE
50-64,USA,8.5,8.9,TRUE
35-49,Mexico,3.7,6.6,FALSE
18-34,USA,6,5.1,FALSE
35-49,USA,3.5,10.2,TRUE
50-64,USA,1.6,9.1,FALSE
18-34,Mexico,0.7,4.2,FALSE
18-34,USA,2.8,10.5,TRUE
35-49,USA,3.1,9.3,FALSE
35-49,Mexico,4,3.2,FALSE
35-49,Canada,2.2,10.1,TRUE
35-49,Canada,0.6,3.5,FALSE
35-49,USA,3.5,7.3,TRUE
18-34,USA,2.7,8.4,TRUE
50-64,USA,0.7,3.4,FALSE
65+,USA,5.6,9.7,FALSE
50-64,USA,8.9,7.9,TRUE
35-49,USA,9.5,9.1,TRUE
35-49,Mexico,4.1,7.4,FALSE
65+,Mexico,1.9,9.7,FALSE
50-64,Mexico,5.5,6.4,FALSE
35-49,Mexico,6.4,6.2,FALSE
18-34,USA,4.4,6.1,FALSE
18-34,USA,6,5.6,FALSE
35-49,USA,7.1,7.4,FALSE
35-49,USA,6.5,6.2,FALSE
18-34,USA,2.5,7.3,FALSE
65+,USA,7.2,6.5,FALSE
18-34,Mexico,5.3,7.9,TRUE
65+,USA,1,3.1,FALSE
65+,USA,5.6,2.9,FALSE
35-49,Mexico,6.1,5.4,FALSE
35-49,USA,4.4,10.8,TRUE
35-49,USA,5.4,8.8,TRUE
50-64,USA,7,8,TRUE
65+,USA,1.2,6.7,TRUE
18-34,USA,2,4.7,FALSE
18-34,USA,4.1,4.5,FALSE
65+,Canada,6.4,6.6,FALSE
65+,Mexico,11.3,8.2,TRUE
65+,USA,2.8,3,FALSE
18-34,USA,5.8,4.2,FALSE
35-49,USA,3.3,1.6,FALSE
35-49,USA,2,2.1,FALSE
65+,USA,3,7.7,TRUE
65+,Mexico,7.3,7,FALSE
18-34,Mexico,5.5,12.1,TRUE
65+,Canada,3.6,4.7,FALSE
65+,USA,5.2,10.4,TRUE
50-64,Mexico,5.5,8.3,FALSE
35-49,USA,7.5,6.9,FALSE
35-49,USA,7.4,5.7,TRUE
18-34,Canada,7.6,10.1,TRUE
18-34,USA,5.7,10,TRUE
65+,USA,7.8,5.3,FALSE
18-34,USA,0.4,11.6,TRUE
50-64,Canada,6.3,6.3,FALSE
18-34,USA,7.2,7.8,FALSE
65+,Canada,5,5.5,FALSE
65+,USA,8.6,5.1,FALSE
18-34,USA,2.8,3.2,FALSE
65+,USA,3.4,1.5,FALSE
50-64,Canada,3.7,1.5,FALSE
50-64,Mexico,1.4,3.3,FALSE
18-34,USA,3.4,5.4,FALSE
50-64,USA,1.7,8.6,FALSE
50-64,Mexico,6.3,4.4,FALSE
65+,USA,0.9,4.4,FALSE
65+,USA,6.7,9.8,TRUE
35-49,Canada,3.6,11.5,TRUE
18-34,USA,4.6,6.3,FALSE
50-64,USA,8.4,4.2,TRUE
35-49,USA,2.9,4.3,FALSE
50-64,Mexico,3.1,5.9,TRUE
50-64,Mexico,2.8,8.9,TRUE
50-64,Canada,5.7,8.1,FALSE
65+,USA,3.4,2.1,FALSE
50-64,USA,1.4,3.5,TRUE
35-49,USA,4.5,2.8,FALSE
65+,Mexico,0,4.8,FALSE
65+,Mexico,7.9,9.6,TRUE
65+,Mexico,3.1,5.2,FALSE
35-49,USA,3.6,3.4,FALSE
18-34,Canada,5.4,7.5,FALSE
65+,USA,4.4,5.8,TRUE
18-34,USA,6.7,9,TRUE
35-49,Canada,3.9,5,FALSE
65+,Mexico,3,3.4,FALSE
65+,USA,1.1,4.4,FALSE
18-34,USA,5.6,2.9,FALSE
65+,USA,6.6,6.1,FALSE
50-64,USA,6.3,8.3,TRUE
18-34,Canada,4.2,6.1,TRUE
65+,Mexico,0.1,3.5,FALSE
65+,Mexico,5.9,4.5,FALSE
35-49,Canada,3,7.2,FALSE
65+,USA,5.4,5.5,FALSE
18-34,Mexico,5.3,3.3,FALSE
35-49,USA,2.3,4.5,FALSE
65+,USA,9.6,10.1,TRUE
35-49,Canada,3.7,2.3,FALSE
50-64,USA,4.1,9.3,TRUE
35-49,USA,7.1,9.8,TRUE
18-34,Mexico,6.9,6.4,FALSE
18-34,Canada,3.9,9.5,FALSE
18-34,USA,7.5,9,TRUE
18-34,USA,7.5,8.8,TRUE
50-64,USA,2,3.7,FALSE
35-49,Mexico,9.3,5.5,FALSE
18-34,USA,6.3,9.7,FALSE
18-34,Canada,2.5,6,TRUE
35-49,USA,5.3,2.1,FALSE
50-64,USA,6.8,9.3,TRUE
50-64,USA,6.3,6.2,FALSE
65+,USA,4,4.7,FALSE
18-34,USA,0,2.4,FALSE
65+,Mexico,9.9,2.8,TRUE
35-49,Mexico,3.4,2.9,FALSE
18-34,USA,2.1,4.5,FALSE
50-64,Mexico,4.7,3.4,FALSE
18-34,USA,2.7,8.4,TRUE
18-34,Mexico,4.7,9.8,FALSE
18-34,Canada,5.2,3.7,FALSE
35-49,Mexico,0.3,2,FALSE
65+,Mexico,3.5,2.9,FALSE
65+,Mexico,1,6.1,FALSE
50-64,Canada,5,3.7,FALSE
35-49,Mexico,6.8,8.7,FALSE
18-34,USA,7.8,8.4,TRUE
50-64,Mexico,2.2,5.8,FALSE
50-64,Mexico,3.5,5.1,FALSE
65+,USA,3.4,3.9,FALSE
50-64,USA,1.8,6.7,TRUE
18-34,USA,5.3,5.7,FALSE
65+,USA,3.5,9.7,TRUE
18-34,USA,6.3,4.2,FALSE
65+,USA,5.7,6.3,FALSE
65+,Canada,4.3,5,TRUE
18-34,Mexico,6.3,9.2,TRUE
35-49,USA,4.2,6.1,FALSE
18-34,USA,4.8,6,TRUE
18-34,USA,10.9,10.3,TRUE
35-49,USA,4.3,7.9,FALSE
18-34,USA,6.4,8.3,TRUE
18-34,Mexico,3.9,3.8,FALSE
35-49,USA,4.3,3.2,FALSE
65+,USA,3.5,3.7,FALSE
18-34,Mexico,3.2,6,FALSE
65+,USA,3.1,5.9,FALSE
35-49,USA,2.7,8.1,TRUE
35-49,USA,3.2,3.5,FALSE
50-64,USA,5.3,4.6,FALSE
18-34,USA,8.9,5.5,FALSE
18-34,Mexico,10.4,9.7,TRUE
50-64,USA,8.1,7.6,TRUE
65+,USA,5.8,9.4,FALSE
18-34,Canada,5.3,6.2,FALSE
65+,Canada,0,0.6,FALSE
18-34,Canada,4.7,7.1,FALSE
50-64,USA,9,6.4,FALSE
65+,USA,5.2,3.7,FALSE
35-49,USA,5,8.1,FALSE
35-49,Canada,2.5,2.4,FALSE
35-49,USA,5.9,7.9,TRUE
18-34,Mexico,4.5,8.1,FALSE
35-49,USA,6.7,8.9,TRUE
35-49,Canada,7.5,3.2,FALSE
50-64,Mexico,4.6,9.5,TRUE
18-34,USA,2.2,3.8,FALSE
65+,USA,3.4,3.8,FALSE
35-49,Canada,10.1,9.6,TRUE
18-34,Mexico,8,8.8,TRUE
65+,Mexico,5,7.9,TRUE
35-49,USA,2.2,6.8,TRUE
50-64,USA,3.3,4.1,FALSE
65+,USA,4.7,2.5,FALSE
65+,USA,1.6,6.9,FALSE
35-49,USA,3.2,10,FALSE
35-49,Canada,3.2,3.7,FALSE
35-49,Canada,7.3,10.1,FALSE
18-34,Canada,6.2,4.2,FALSE
65+,USA,1.5,2.7,FALSE
35-49,USA,2,2.3,FALSE
50-64,USA,4.1,7.9,TRUE
50-64,USA,7.9,8.3,TRUE
18-34,USA,3.9,3.6,FALSE
35-49,Canada,5.4,5.8,FALSE
35-49,USA,6.9,9.8,TRUE
35-49,USA,6.7,10.3,TRUE
65+,USA,7.9,6.6,TRUE
65+,Mexico,3.5,5.3,FALSE
65+,USA,5.2,0.7,FALSE
35-49,Mexico,3.6,6.1,FALSE
18-34,USA,0.8,2.5,FALSE
65+,Mexico,3.9,4.3,FALSE
35-49,USA,7.6,10.4,FALSE
35-49,Canada,4.3,9.4,TRUE
18-34,Mexico,1.6,8.1,FALSE
18-34,Canada,6.5,3.8,FALSE
18-34,USA,7.6,8.6,FALSE
18-34,Canada,3.8,4.4,FALSE
18-34,USA,7.2,10,TRUE
65+,Canada,5.8,9.6,TRUE
35-49,Mexico,0.5,5.2,FALSE
65+,Canada,6.1,10.6,FALSE
18-34,Canada,5.9,6.5,FALSE
65+,USA,3.9,6.7,FALSE
18-34,Canada,2.3,9.3,FALSE
18-34,USA,9.7,10.6,FALSE
65+,USA,4.9,9.4,FALSE
65+,Mexico,6.4,9,TRUE
50-64,USA,5.7,7.4,TRUE
18-34,USA,6.7,9.9,TRUE
18-34,Mexico,2.1,3.9,FALSE
35-49,USA,3.7,7.2,TRUE
65+,USA,2.7,8.5,FALSE
18-34,USA,3.8,3.6,FALSE
35-49,USA,2.9,7.7,TRUE
18-34,USA,5.9,7.6,TRUE
35-49,USA,6,4.4,FALSE
50-64,Mexico,7.3,7.6,TRUE
18-34,Canada,2.9,4.3,FALSE
18-34,Mexico,5.7,6.6,FALSE
18-34,USA,5.1,10.4,TRUE
65+,USA,8.5,9,FALSE
65+,Mexico,5,4.4,FALSE
18-34,USA,3.8,7.4,TRUE
65+,USA,8.5,1.5,TRUE
18-34,USA,4.2,10,FALSE
18-34,USA,4.6,5.9,TRUE
65+,USA,2.6,8.2,FALSE
50-64,USA,8.1,7.5,TRUE
35-49,Canada,5.4,7.6,TRUE
35-49,USA,9.7,9.8,FALSE
35-49,Canada,8.6,8.3,TRUE
65+,USA,1.1,9.7,TRUE
35-49,Mexico,6.5,5.7,FALSE
18-34,Mexico,2.7,9.2,FALSE
65+,Canada,5.4,3.4,FALSE
18-34,USA,5.9,6.8,TRUE
18-34,Canada,2.5,2.3,FALSE
35-49,Mexico,9.4,9.3,TRUE
35-49,USA,5.2,4.3,FALSE
35-49,Mexico,1,2.3,FALSE
18-34,Mexico,4.7,4,FALSE
65+,Mexico,6.7,7.5,FALSE
65+,USA,4.4,10.6,FALSE
35-49,Mexico,3.9,11.3,FALSE
65+,Mexico,6.5,3.2,FALSE
18-34,Canada,5.4,5.1,FALSE
